,Title
2875,"Characterizing and modeling subnational virtual water networks of US
"
52994,"LABORATORY AND FIELD-MEASUREMENTS OF NONEQUILIBRIUM TRANSPORT IN THE
"
4588,"Effect of spatial distribution of daily rainfall on interior catchment
"
11639,An analysis of non-normal Markovian extremal droughts
3896,"On the skill of raw and post-processed ensemble seasonal meteorological
"
1108,"Geospatial-temporal dependence among weekly precipitation extremes with
"
52126,"Transport of particulate material and dissolved tracer in a highly
"
47287,"Effect of advective mass transfer on field scale fluid and solute
"
775,Layer averaged Richard's equation with lateral flow
51074,"Inverse optimization of hydraulic, solute transport, and cation exchange
"
51630,"An interpretation of potential scale dependence of the effective matrix
"
52679,Constraints on transport in the Tournemire clay site
4738,Novel evaporation experiment to determine soil hydraulic properties
32466,"Comparison between two extreme NAO winters and consequences on the
"
52691,Joint inversion of tracer tests using reversed flow fields
51343,"Enhancement of dilution and transverse reactive mixing in porous media:
"
41291,"Detection of carbon dioxide leakage during injection in deep saline
"
3464,A STOCHASTIC APPROACH TO MODEL VALIDATION
9938,"Changes in canopy transpiration of Japanese cypress and Japanese cedar
"
52735,"Transport of rate-limited sorbing solutes in an aggregated porous
"
52657,"Dispersion and transport of gas-phase contaminants in dry porous media:
"
53427,"Transport of barrel and spherical shaped colloids in unsaturated porous
"
51976,"Natural attenuation of xenobiotic organic compounds in a landfill
"
40686,"A review of surrogate models and their application to groundwater
"
27465,"A standardized characterization of river thermal regimes in Quebec
"
46192,"Understanding the effect of single-fracture heterogeneity from
"
12715,"Nutrient budget of a montane evergreen broad-leaved forest at Ailao
"
52783,"The effects of matrix diffusion on radionuclide migration in rock column
"
3770,"Variation of soil hydraulic properties with alpine grassland degradation
"
3463,"A QUANTITATIVE MEASURE OF MODEL VALIDATION AND ITS POTENTIAL USE FOR
"
9919,Tracer advances in catchment hydrology
53032,"THE IMPACT OF LAND-USE ON ESTIMATES OF PESTICIDE LEACHING POTENTIAL -
"
2212,"A global survey on the seasonal variation of the marginal distribution
"
4841,"Assessing nitrogen dynamics in European ecosystems: integrating
"
52132,Cosolvent effects on sorption isotherm linearity
71501,"Systematic Quantitative Risk Analysis of Water Shortage Mitigation
"
10092,"Sustained groundwater level changes and permeability variation in a
"
51872,"Interpretation of injection-withdrawal tracer experiments conducted
"
51579,"Field-scale effective matrix diffusion coefficient for fractured rock:
"
51876,Anomalous transport of colloids and solutes in a shear zone
35613,"Comment on ``Nonstationary flow and nonergodic transport in random
"
4184,"A nonparametric statistical technique for combining global precipitation
"
8231,"Scale and model resolution effects on the distributions of advective
"
53194,"Relative contributions of microbial and infrastructure heat at a crude
"
53228,"A predictive estimation method for carbon dioxide transport by
"
108,"Comment on ``some comments on the scale dependence of the hydraulic
"
3323,"Theory for the semi-analytical calculation of oil recovery and effective
"
53272,"Oscillatory hydraulic testing as a strategy for NAPL source zone
"
5992,"Calibration of the modified Bartlett-Lewis model using global
"
737,Effective conductivity of periodic media with cuboid inclusions
11516,"Generalized flux law, with an application"
41191,"Reply to comment by Foufoula-Georgiou et al. on ``Climate and
"
1611,"Effects of micro-topography on surface-subsurface exchange and runoff
"
14997,"Development and application of a new algorithm for automated pit removal
"
20894,"Artificial neural network model as a potential alternative for
"
3737,"Saturated hydraulic conductivity model computed from bimodal water
"
16538,"Evaluation of recent hydro-climatic changes in four tributaries of the
"
10701,"Contaminant transport in a small deformation aquitard affected by the
"
1012,"Reprint of ``Multi-step and two-step experiments in heterogeneous porous
"
52655,"The influence of surface sorption on dispersion in parallel plate
"
