,Title
49081,"Comparison of stormwater lag times for low impact and traditional
"
23248,"Assessing artificial neural networks and statistical methods for
"
20315,"The significance of local water resources captured in small reservoirs
"
14828,"MEASURING SURFACE SOIL-MOISTURE USING PASSIVE MICROWAVE REMOTE-SENSING
"
23288,"Detailed measurement of the magnitude and orientation of thermal
"
18371,Three procedures for selection of annual flood peak distribution
24638,"Evaluating soil evaporation parameterizations at near-instantaneous
"
44557,"Flow and nutrient export patterns for an agricultural hill-land
"
1824,"Diffusion in random velocity fields with applications to contaminant
"
23128,"Groundwater-recharge connectivity between a hills-and-plains' area of
"
763,"Computation of variably saturated subsurface flow by adaptive mixed
"
74126,"Evaluation of Multiple Satellite-Based Soil Moisture Products over
"
43682,"SPATIAL VARIABILITY OF RESIDUAL NITRATE-NITROGEN UNDER 2 TILLAGE SYSTEMS
"
25013,"Effects of bacterial cells and two types of extracellular polymers on
"
18539,Analytical results for operational flash flood guidance
10438,"Water resources sustainability in a globalizing world: who uses the
"
44063,Effective stress principle for saturated fractured porous media
33643,"Sediment classification and estimation of suspended sediment fluxes in
"
28004,"Partitioning the causes of spatiotemporal variation in the sunny day sap
"
20339,"Snowmelt hydrograph interpretation: Revealing watershed scale hydrologic
"
17297,"Simulating long series of streamflow using data from an atmospheric
"
40523,"Evaluating an unconfined aquifer by analysis of age-dating tracers in
"
23923,"Groundwater discharge into an estuary using spatially distributed radon
"
12025,"The influence of groundwater representation on hydrological simulation
"
24445,"Use of hydrochemistry as a standalone and complementary groundwater age
"
15896,"Drying climate in Ghana over the period 1960-2005: evidence from the
"
23452,"Groundwater flow path dynamics and nitrogen transport potential in the
"
21564,"A 125 year record of fluvial calcium flux from a temperate catchment:
"
7500,"Dynamics of monthly rainfall-runoff process at the Gota basin: A search
"
11518,"The use of large bottomless lysimeters in the determination of water
"
15144,Multifractals as a tool to overcome scale problems in hydrology
43710,"A WATER-USE MODEL FOR LOCATING THE BOREAL DECIDUOUS FOREST ECOTONE IN
"
4034,"Testing an optimality-based model of rooting zone water storage capacity
"
30690,CORRECTION
22237,"Hyporheic exchange in a karst conduit and sediment system - A laboratory
"
