,Title
58045,"Enhancing biodegradability of priority substances (pesticides) by solar
"
60968,FATE OF AZO DYES IN SLUDGES
64274,"Determination of the fractions of syntrophically oxidized acetate in a
"
58042,"Fate of natural estrogens in batch mixing experiments using municipal
"
61499,"The influence of capsular extracellular polymeric substances on the
"
66343,"Co-oxidation of As(III) and Fe(II) by oxygen through complexation
"
59325,"Adsorption mechanism of selenate and selenite on the binary oxide
"
68650,"Oxidation of tri- and perchloroethene in aqueous solution with ozone and
"
56162,Oxidative transformation of phenols in aqueous mixtures
55429,"Determination of caffeine as a tracer of sewage effluent in natural
"
60602,"Root features related to plant growth and nutrient removal of 35 wetland
"
66506,"Trade-offs in ecosystem impacts from nanomaterial versus organic
"
57002,"Norovirus pathway in water environment estimated by genetic analysis of
"
64253,"Comparative genomics analyses on EPS biosynthesis genes required for
"
68536,Oxidation kinetics and mechanisms of trihalomethanes by Fenton's reagent
68779,Determination of fatty acids (C-8-C-22) in urban wastewater by GC-MS
62653,"A physical impact of organic fouling layers on bacterial adhesion during
"
56726,The occurrence of campylobacters in water sources in South Africa
61905,"Modeling volatile organic sulfur compounds in mesophilic and
"
64123,Fate of methane in aquatic systems dominated by free-floating plants
72129,"Remote Sensing and GIS Based Approach for Identification of Artificial
"
68756,Aluminum dose required to inactivate phosphate in lake sediments
67694,Biomimetic dynamic membrane for aquatic dye removal
64207,"Effect of dissolved organic matter on Fe(II) oxidation in natural and
"
60079,"Investigating effects of bromide ions on trihalomethanes and developing
"
60144,"Phosphodiesterase type V inhibitors: Occurrence and fate in wastewater
"
58092,"Towards a ``crippled-mode{''} operation of an industrial wastewater
"
58080,"Sources and growth dynamics of fecal indicator bacteria in a coastal
"
57211,"Effect of iron on the sensitivity of hydrogen, acetate, and butyrate
"
57334,"Separate estimation of adsorption and degradation of pharmaceutical
"
61731,"Biogenic silver nanoparticles (bio-Ag-0) decrease biofouling of
"
68571,"Toxicity reduction and removal of dehydroabietic and abietic acids in a
"
69311,"Acute toxicity of the antisapstain chemicals DDAC and IPBC, alone and in
"
63020,"Impact of hydraulic retention time on organic and nutrient removal in a
"
66625,"Biorefinery of cellulosic primary sludge towards targeted Short Chain
"
55869,Wastewater disinfection by ozone: main parameters for process design
56671,Tannery effluent as a carbon source for biological sulphate reduction
56058,"Analysis of copper and calcium-fulvic acid complexation and competition
"
56720,"The use of isotopic and lipid toluene degradation to specific analysis
"
60820,"Effect of natural organic matter on toxicity and reactivity of
"
66250,"Fish-mediated plankton responses to increased temperature in subtropical
"
69519,"Post-treatment of UASB reactor effluent in an integrated duckweed and
"
59493,"Experimental assessment and modelling of the proton production linked to
"
55716,Potential phosphorus recovery by struvite formation
