,Title
6428,"Technical Note: On the Matt-Shuttleworth approach to estimate crop water
"
28202,"Temporal downscaling rainfall and streamflow records through a
"
3756,"Dealing with uncertainty in the probability of overtopping of a flood
"
48964,Fine-sediment loadings to Lake Tahoe
17642,"THE VIGIL NETWORK - A MEANS OF OBSERVING LANDSCAPE CHANGE IN DRAINAGE
"
21950,"Experimental study of the impact of rainfall characteristics on runoff
"
17961,"Hydrologic processes in China and their association with summer
"
21640,"Towards a better estimate of storage properties of aquifer with magnetic
"
30467,"ESTIMATION OF THE DIURNAL-VARIATION OF POTENTIAL EVAPORATION FROM A WET
"
61076,IMPACT OF OXYGEN-MEDIATED OXIDATIVE COUPLING ON ADSORPTION-KINETICS
1866,"Three-dimensional geostatistical inversion of synthetic tomographic
"
3600,"Consistency assessment of rating curve data in various locations using
"
21347,OPTIMUM CONDITIONS FOR EVAPORATION CONTROL BY MONOLAYERS
9526,"Relative effects of human activities and climate change on the river
"
10969,"Water isotopic variability in Mallorca: a path to understanding past
"
11777,"Effect of model structure on the accuracy and uncertainty of results
"
3341,Radiation heat transport in disordered media
11112,"Moving beyond run-off calibration-Multivariable optimization of a
"
28214,"Complex influences of meteorological drought time-scales on hydrological
"
20713,"Spatiotemporal dynamics of landscape pattern and hydrologic process in
"
8531,"Modelling hydrological processes influenced by soil, rock and vegetation
"
8122,"Diagnostic evaluation of conceptual rainfall-runoff models using
"
10330,"Soil water content in southern England derived from a cosmic-ray soil
"
7590,Functional similarity in landscape scale SVAT modelling
803,"Estimation and forecasting of daily suspended sediment data by
"
17888,Rapid decline of dissolved nitrogen in Finnish lakes
62368,"Detection and quantification of classic and emerging viruses by
"
6758,"Spatially distributed influence of agro-environmental factors governing
"
13698,"Statistical characterization of arsenic contamination in shallow tube
"
22826,Annual flow duration curves assessment in ephemeral small basins
3882,"Improving the precipitation accumulation analysis using lightning
"
17528,A REVIEW AND UPDATE OF THE HYDROLOGY OF LAKE VICTORIA IN EAST-AFRICA
66500,"Effects of phosphate-enhanced ozone/biofiltration on formation of
"
54940,Are meiofauna transient or resident in sand filters of marine aquariums?
17718,Letter to the editor
48852,"Contribution of In-Channel Processes to Sediment Yield of an Urbanizing
"
7832,"Development of a new method of wavelet aided trend detection and
"
18579,"Use of stabile isotopes and tracers to detect preferential flow patterns
"
8886,"Characterisation of a landslide fissure pattern by integrating seismic
"
