,Title
2938,Modelling of multispecies reactive transport on pore-space images
6601,"Antecedent flow conditions and nitrate concentrations in the Mississippi
"
15430,"Geochemical and isotopic study of the multilayer aquifer system in the
"
43569,"ROAD SURFACE DRAINAGE, CHANNEL INITIATION, AND SLOPE INSTABILITY"
1618,"Flow time estimation with spatially variable hillslope velocity in
"
1095,"An analytical solution for non-Darcian flow in a confined aquifer using
"
2835,"Pore-network modelling of non-Darcy flow through heterogeneous porous
"
2549,A comparison of methods to estimate future sub-daily design rainfall
6362,"Expected changes in future temperature extremes and their elevation
"
40207,HOW MUCH COMPLEXITY IS WARRANTED IN A RAINFALL-RUNOFF MODEL
3546,"The 2010-2015 megadrought in central Chile: impacts on regional
"
73920,"Steady-State Analytical and Numerical Solutions of Confined and
"
466,"Parameter estimation of two-fluid capillary pressure-saturation and
"
26573,"Effects of irrigation-induced water table fluctuation on arsenic
"
1994,"Wind effects on snow cover in Pascua-Lama, Dry Andes of Chile"
10217,"Influences of sudden changes in discharge and physical stream
"
40119,"NUMERICAL-SIMULATION OF CHEMICAL MIGRATION IN PHYSICALLY AND CHEMICALLY
"
1126,"Capillary pressure for the sand-CO2-water system under various pressure
"
2627,"Climate-driven endemic cholera is modulated by human mobility in a
"
39019,"Extended contingency table: Performance metrics for satellite
"
38579,"Dissolved nutrient retention dynamics in river networks: A modeling
"
6794,"Understanding runoff processes in a semi-arid environment through
"
797,"Control volume function approximation methods and their applications to
"
5748,"Potential and limitations of using soil mapping information to
"
7198,"Technical note: Inference in hydrology from entropy balance
"
1500,"DuMu(x): DUNE for multi-\{phase, component, scale, physics, ...\} flow
"
244,"Comment on ``The hydrology and hydrometeorology of extreme floods in the
"
7012,"Propagation of hydro-meteorological uncertainty in a model cascade
"
363,"Analytical modeling of diffusion-limited contamination and
"
3400,THE FINITE-ELEMENT METHOD - IS WEIGHTED VOLUME INTEGRATION ESSENTIAL
12358,"The influence of physical and physiological characteristics of
"
971,"Mixing at the interface between fresh and salt waters in 3D steady flow
"
10968,"Water storage dynamics in a till hillslope: the foundation for modeling
"
9525,"Assessment of 2DH and pseudo-3D modelling platforms in a large saline
"
3237,A theoretical extension of the soil freezing curve paradigm
16910,"Long-term changes in temperature of river waters in the transitional
"
2851,"The effects of cascade dam construction and operation on riparian
"
9372,"Impact of overlying water velocity on ammonium uptake by benthic
"
10815,"Variation in hydrologic connectivity as a result of microtopography
"
5413,"Throughfall and temporal trends of rainfall redistribution in an open
"
38261,"Semianalytical solutions for cocurrent and countercurrent imbibition and
"
8816,"A statistically based runoff-yield model coupling infiltration excess
"
20236,"Impact of the Gezhouba and Three Gorges Dams on habitat suitability of
"
5077,"Prospecting for safe (low fluoride) groundwater in the Eastern African
"
5604,"Series distance - an intuitive metric to quantify hydrograph similarity
"
19254,"Spatial and temporal variability of precipitation maxima during
"
12798,"Comparison of spatial interpolation methods for estimating snow
"
60885,"THE MEASUREMENT OF NITRITE, NITRATE AND PHOSPHATE WITH TEST KITS AND
"
2905,"The influence of granular segregation on gravity-driven particle-fluid
"
811,"Reduced models for linear groundwater flow models using empirical
"
10483,"The exponential decline in saturated hydraulic conductivity with depth:
"
22548,"A novel architecture for pore network modelling with applications to
"
19255,"Spatio-temporal analysis of potential aquifer recharge: Application to
"
19573,"Age-distribution estimation for karst groundwater: Issues of
"
6455,"Hydroclimatic regimes: a distributed water-balance framework for
"
2651,"An immersed boundary-lattice Boltzmann model for biofilm growth in
"
41287,"Bayesian nitrate source apportionment to individual groundwater wells in
"
8843,"Forest influences on snow accumulation and snowmelt at the Hubbard Brook
"
40001,"Hydrogeochemical and mineralogical effects of sustained CO2
"
43001,Hydrogeological Model Selection Among Complex Spatial Priors
12020,"A geomorphology-based integrated stream-aquifer interaction model for
"
2734,"Outer region scaling using the freestream velocity for nonuniform open
"
12659,"Testing in-class variability of groundwater systems: local upland
"
12445,"An investigation of snowmelt runoff on experimental plots in Lulea,
"
8414,"A coupled model for simulating surface water and groundwater
"
11450,"Estimating the suspended sediment loads of rivers in the LOIS study area
"
7883,"Neural network and wavelet conjunction model for modelling monthly level
"
12018,"Evaporation from seasonally frozen bare and vegetated ground at various
"
29598,"Detecting changes in streamflow response to changes in nonclimatic
"
26239,"Dynamics of dissolved organic carbon in hillslope discharge: Modeling
"
38555,"Ensemble hydrological prediction-based real-time optimization of a
"
28252,"Stable isotope patterns reveal widespread rainy-period-biased recharge
"
22391,Hydrological climate change projections for Central America
12460,"Evaluating the water balance of inland seas using isotopic tracers: the
"
5369,"Recent trends in groundwater levels in a highly seasonal hydrological
"
5484,"Reconstructing and analyzing China's fifty-nine year (1951-2009) drought
"
6600,"Using hydrologic measurements to investigate free-phase gas ebullition
"
4534,"A large sample analysis of European rivers on seasonal river flow
"
6965,Estimates of global dew collection potential on artificial surfaces
5262,"Comparison of empirical models with intensively observed data for
"
39073,"Permeability evolution due to dissolution and precipitation of
"
8557,"A complementary relationship evaporation model referring to the Granger
"
38976,"An assessment of the effect of horizontal soil moisture heterogeneity on
"
5359,"Deriving a global river network map and its sub-grid topographic
"
7697,"Effects of summer drought on peat soil solution chemistry in an acid
"
10132,Post-processing of ensemble forecasts in low-flow period
11449,"Development of a sediment delivery model for application in large river
"
5454,"Mapping and attribution of change in streamflow in the coterminous
"
20457,"Quantifying the water balance in a planar hillslope plot: Effects of
"
10323,"Throughfall enrichment and stream nutrient chemistry in small headwater
"
21271,"INVESTIGATION OF A SOLVENT POLLUTED INDUSTRIAL SITE ON A DEEP SANDSTONE
"
17439,"Downscaling two versions of a general circulation model to estimate
"
14405,"Trends of precipitation in Beijiang River basin, Guangdong Province,
"
15505,"Daily water stage estimated from satellite altimetric data for large
"
3492,GROUNDWATER MODELS CANNOT BE VALIDATED - COMMENT
25043,"Uncertainty of natural tracer methods for quantifying river-aquifer
"
10043,"Connecting precipitation inputs and soil flow pathways to stream water
"
14858,3-DIMENSIONAL MODELING OF HILLSLOPE HYDROLOGY
18689,"Application of linear programming and differential evolutionary
"
6423,"Climate change and sectors of the surface water cycle In CMIP5
"
