,Title
43269,"Warming Alters Hydrologic Heterogeneity: Simulated Climate Sensitivity
"
31054,"Simulation of evapotranspiration and its response to plant water and CO2
"
14360,"Modelling hydrological response to different land-use and climate change
"
19415,"Experimental observation of the drift shadow effect using X-ray
"
28627,"Cl/Br ratios of Lake Kinneret, pore water and associated springs"
44476,"A method to evaluate the importance of interactions between land surface
"
29240,"Seasonal to interannual rainfall probabilistic forecasts for improved
"
34395,"A Dupuit formulation for modeling seawater intrusion in regional aquifer
"
18404,Spatio-temporal scaling of channels in braided streams
19951,"A numerical solution for non-Darcian flow to a well in a confined
"
13860,"Use of mixed bivariate distributions for deriving inter-station
"
13318,"Interannual variation of stable isotopes in precipitation at Bangkok in
"
14477,"Estimating the evolution of vegetation cover and its hydrological impact
"
43741,"On the relative roles of hillslope processes, channel routing, and
"
18308,"Effective discharge for sediment transport in a mountain river:
"
42385,"Global investigation of Soil Moisture and Latent Heat Flux Coupling
"
17308,"Saturated contributive areas in Mediterranean catchments: condition for
"
15251,"Regional differences in the effects of El Nino and La Nina on low flows
"
26965,"Evaluating sources and processing of nonpoint source nitrate in a small
"
27940,"Actively facilitated permeable reactive barrier for remediation of TCE
"
28661,"Ranking stochastic realizations for improved aquifer response
"
49894,"Evapotranspiration from a bulrush-dominated wetland in the Klamath
"
31121,"The influence of mechanical and thermal forcing by the Tibetan Plateau
"
13740,"Relationship between passive microwave-derived snowmelt and
"
16988,"Physical-hydraulic properties of tropical sandy-loam soil in response to
"
13673,"Modelling the effect of low soil temperatures on transpiration by Scots
"
15036,"The applicability of a parsimonious model for local and regional
"
6007,"Training hydrologists to be ecohydrologists and play a leading role in
"
34398,"Analytical solution for arbitrarily located multiwells in an anisotropic
"
34388,Turbulent particle flux and momentum flux statistics in suspension flow
20538,"Tidally driven water column hydro-geochemistry in a remediating acidic
"
25012,"Seasonality of temperatures and redox zonations during bank filtration -
"
23094,"Collaborative modelling and integrated decision support system analysis
"
45531,"SHORT-TERM FLOOD RISK PREDICTION - A COMPARISON OF THE COX
"
31817,"Moisture Sources of Torrential Rainfall Events in the Sichuan Basin of
"
25802,"A systematic approach to selecting the best probability models for
"
15890,"Aquifer vulnerability assessments using DRASTIC, Weights of Evidence and
"
19631,"A comparative modeling study of a dual tracer experiment in a large
"
31098,"Evaluation of the hydrological cycle over the Mississippi River basin as
"
