,Title
20093,"The rainfall kinetic energy-intensity relationship for rainfall
"
731,"An investigation of overlapping domain decomposition methods for
"
31601,Building a Multimodel Flood Prediction System with the TIGGE Archive
23069,Bringing politics back into water planning scenarios in Europe
7863,"Spatio-temporal variations of hyporheic flow in a riffle-step-pool
"
19869,"NN5: A neural network based approach for the downscaling of
"
45218,"Stochastic analysis of steady-state unsaturated flow in heterogeneous
"
29315,"Composite model with fractional flow dimensions for well test analysis
"
16209,"Potential impact of climate change on flooding in the Upper Great Miami
"
33001,"Multifrequency radar observations of bare surface soil moisture content:
"
12911,"Plagioclase weathering in the groundwater system of a sandy, silicate
"
44847,"The influence of pore-scale dispersion on concentration statistical
"
30179,"Replies to the comments by F. Hupet, M Vanclooster on `water flux
"
24271,"Periodic seepage face formation and water pressure distribution along a
"
43176,"Investigation Parameters for Sound Induced by Fluid Displacement in Rock
"
22929,"Isotopic features of Emilia-Romagna region (North Italy) groundwaters:
"
1957,"Comparison of optimization algorithms for parameter estimation of
"
10532,"Physically based modelling of sheet erosion (detachment and deposition
"
23816,"A predictive model for salt intrusion in estuaries applied to the
"
10579,"Soil pipe flow tracer experiments: 1. Connectivity and transport
"
16709,"A hybrid factorial stepwise-cluster analysis method for streamflow
"
5421,Web services for distributed and interoperable hydro-information systems
2167,"A Robust volume conservative divergence-free ISPH framework for
"
37838,"Simulation of multisite precipitation using an extended chain-dependent
"
27203,"Changes in groundwater reserves and radiocarbon and chloride content due
"
43076,"Predicting CO2 Plume Migration in Heterogeneous Formations Using
"
1327,"Simulation of dredged sediment releases into homogeneous water using a
"
40635,"Stream water age distributions controlled by storage dynamics and
"
24558,"Highway runoff quality models for the protection of environmentally
"
37432,"Spatial and temporal controls on watershed ecohydrology in the northern
"
44543,Infiltration of a liquid finger down a fracture into superheated rock
1378,"Improving sub-grid scale accuracy of boundary features in regional
"
39601,"USDA-ARS Riesel Watersheds, Riesel, Texas, USA: Water quality research
"
37442,"Environmental, political, and economic determinants of water quality
"
23718,"Bias correction methods for regional climate model simulations
"
34975,A theoretical exploration of catchment-scale sediment delivery
3808,"An integrated probabilistic assessment to analyse stochasticity of soil
"
28429,"On the interpolation of hydrologic variables: Formal equivalence of
"
60954,"BROMATE PRODUCTION IN CHLORINATED WATERS - REACTION OF MONOCHLORAMINE
"
7234,"Testing alternative uses of electromagnetic data to reduce the
"
32199,"Coupling a Markov Chain and Support Vector Machine for At-Site
"
42966,"Consistency Between NASS Surveyed Soil Moisture Conditions and SMAP Soil
"
45185,"Modeling of air sparging in a layered soil: Numerical and analytical
"
30298,"Reply to Comment on ``A reappraisal of the Kalman filtering technique,
"
16710,Analysis of recharge conceptualization in inverse groundwater modelling
