,Title
20222,"Springwater geochemistry at Honey Creek State Natural Area, central
"
29865,Analysis of aquifer mineralization by paleodrainage channels
11093,"Using reanalysis-driven regional climate model outputs for hydrology
"
5396,Role of climate change in recovery of acidified surface waters
8516,"Some relationships between lithology, basin form and hydrology: a case
"
2908,"A Forchheimer's law-based analytical model for constant-rate tests with
"
5395,"Stakeholder discourse and water management - implementation of the
"
53944,"Influence of Deregulated Electricity Markets on Hydropower Generation
"
54415,"Using Probabilistic Neural Networks to Analyze First Nations' Drinking
"
53588,"Estimation of Residential Water Demand under Uniform Volumetric Water
"
53974,"Contamination Source Identification in Water Distribution Systems Using
"
22126,"The distributed model intercomparison project - Phase 2: Experiment
"
22718,"Stochastic analysis of stream-groundwater interaction subject to
"
13945,"Discriminating residual and colluvial soils using topographic analysis
"
46472,"Contribution of geophysical methods to karst-system exploration: an
"
71015,"Classification of Drinking Water Quality Index and Identification of
"
18852,"Statistical analysis of anthropogenic versus geochemical-controlled
"
25319,"Storm-water hydrograph separation of run off from a mine-tailings
"
33236,"On the distribution of multicomponent mixtures over generalized exposure
"
22733,"Hydrological model parameter instability: A source of additional
"
43155,"X-Ray Computed Microtomography Imaging of Abiotic Carbonate
"
4483,"Citizen science flow - an assessment of simple streamflow measurement
"
44489,"Dissolution fingering during the solubilization of nonaqueous phase
"
4442,"Assessing the impact of resolution and soil datasets on flash-flood
"
29455,Variations in the hydrology of an underdrained clay hillslope
22166,"Multi-variable calibration of a semi-distributed hydrological model
"
22350,"On the implementation of the surface conductance approach using a
"
71861,"Drought Monitoring Using the Multivariate Standardized Precipitation
"
22714,"The effect of cutoff walls on saltwater intrusion and groundwater
"
30671,"AN APPROACH TO THE RATIONALIZATION OF STREAMFLOW DATA-COLLECTION
"
50196,"Perspectives on environmental research and its management: Examples from
"
62164,"Understanding the combined influence of fine sediment and glyphosate
"
22715,"Balance errors generated by numerical diffusion in the solution of
"
5043,"An experiment on the evolution of an ensemble of neural networks for
"
42001,"Lattice Boltzmann simulation of immiscible two-phase flow with capillary
"
12506,"Morphology, structure and flow phases in soil pipes developing in
"
22346,"Mean soil water content estimation using measurements from time stable
"
6650,"Separating the effects of changes in land cover and climate: a
"
