,Title
3367,"Transport in chemically and mechanically heterogeneous porous media .1.
"
19661,Flood variability east of Australia's Great Dividing Range
15625,Historical hydrology for studying flood risk in Europe
14625,Estimation of temporal changes in soil moisture using resistivity method
20063,"Effects of plough pan development on surface hydrology and on soil
"
8648,"Seasonal and spatial variation in groundwater quality along the
"
34309,"Stream geomorphology, bank vegetation, and three-dimensional habitat
"
16032,"A variable-length block bootstrap method for multi-site synthetic
"
10374,"A clear and present danger: Ladakh's increasing vulnerability to flash
"
13840,"Testing a conceptual hillslope recession model based on the
"
42058,"Incorporating geologic information into hydraulic tomography: A general
"
10257,"Variation of delta O-18, delta D and H-3 in karst springs of south
"
6953,Climate and hydrological variability: the catchment filtering role
13165,"Statistical downscaling of daily precipitation from observed and
"
43691,"NONEQUILIBRIUM MASS-TRANSFER BETWEEN THE VAPOR, AQUEOUS, AND
"
18181,"Modeling and managing the interactions between hydrology, ecology and
"
17269,"New approach to spatial estimation of daily rainfall in the
"
18780,"Comment on ``Hydrological forecasting uncertainty assessment:
"
2234,"A risk-based interactive multi-stage stochastic programming approach for
"
36040,"Relating low-flow characteristics to the base flow recession time
"
1380,"Sensitivity analysis of conceptual model calibration to initialisation
"
19737,"V-DRASTIC: Using visualization to engage policymakers in groundwater
"
7469,"Downscaling summer rainfall in the UK from North Atlantic ocean
"
23499,"The links between water profile, net deposition and erosion in the
"
15672,"Annual runoff estimation - an example of karstic aquifers in the
"
19665,Experimental investigation of inertial flow processes in porous media
23803,"Delineating seasonal porewater displacement on a tidal flat in the Bay
"
73794,"A Hybrid Model for Real-Time Probabilistic Flood Forecasting Using Elman
"
17126,"An improved shuffled frog leaping algorithm and its application in the
"
54454,"Optimization of Pumping Costs and Harvested Volume for a Stormwater
"
18438,"Dynamics of floodplain-island groundwater flow in the Okavango Delta,
"
19835,"Distributed whole city water level measurements from the Carlisle 2005
"
21037,THE TRAVEL-TIME ELLIPSE - AN APPROXIMATE ZONE OF TRANSPORT
15461,"A double-porosity model for a fractured aquifer with non-Darcian flow in
"
11191,"Quantification of Lagrangian travel time statistics under nonstationary
"
